name,image,link,ratings,no_of_ratings,discount_price,actual_price,name_length,price_difference,rating_ratio,log_actual_price,discount_percentage,yeojohnson_actual,yeojohnson_discount
"boat airdopes 141 bluetooth truly wireless in ear earbuds with mic, 42h playtime, beast mode(low latency upto 80ms) for ga...",https://m.media-amazon.com/images/I/51HBom8xz7L._AC_UL800_.jpg,https://www.amazon.in/Airdopes-141-Playtime-Resistance-Bluetooth/dp/B09N3ZNHTY/ref=sr_1_10?qid=1679133649&s=electronics&sr=1-10,3.9,299.9622929380994,1299.0,3995.0,125.0,2696.0,0.01300163417808254,8.293049139768444,67.48435544430538,1.873451188142779,1.5780533781504353
"apple 20w usb-c power adapter (for iphone, ipad & airpods)",https://m.media-amazon.com/images/I/61vtLhO6fDL._AC_UL800_.jpg,https://www.amazon.in/Apple-USB-C-Adapter-iPhone-AirPods/dp/B08L5WWFCY/ref=sr_1_11?qid=1679133649&s=electronics&sr=1-11,4.6,299.9622929380994,1589.0,1900.0,58.0,311.0,0.015335260825430687,7.550135342488429,16.36842105263158,0.6714081691172696,1.8550936688032407
"boat airdopes atom 81 true wireless in ear earbuds with upto 50h playtime, quad mics enx tech, 13mm drivers, beast mode(50...",https://m.media-amazon.com/images/I/51NKpc-CnBL._AC_UL800_.jpg,https://www.amazon.in/boAt-Airdopes-Atom-81-Wireless/dp/B0BKG5PQ6T/ref=sr_1_19?qid=1679133649&s=electronics&sr=1-19,3.8,299.9622929380994,1299.0,4490.0,125.0,3191.0,0.01266825894274709,8.409830673087738,71.06904231625836,2.0831321140982584,1.5780533781504353
"boat airdopes 141 bluetooth truly wireless in ear earbuds with 42h playtime, beast mode(low latency upto 80ms) for gaming,...",https://m.media-amazon.com/images/I/51tFAbNRaPL._AC_UL800_.jpg,https://www.amazon.in/Airdopes-141-Bluetooth-Wireless-Playtime/dp/B09N3XMZ5F/ref=sr_1_20?qid=1679133649&s=electronics&sr=1-20,3.9,299.9622929380994,1299.0,4490.0,125.0,3191.0,0.01300163417808254,8.409830673087738,71.06904231625836,2.0831321140982584,1.5780533781504353
boat bassheads 100 in-ear wired headphones with mic (black),https://m.media-amazon.com/images/I/719elVA3FvL._AC_UL800_.jpg,https://www.amazon.in/boAt-BassHeads-100-Headphones-Black/dp/B071Z8M4KX/ref=sr_1_21?qid=1679133649&s=electronics&sr=1-21,4.1,299.9622929380994,399.0,999.0,59.0,600.0,0.013668384648753439,6.907755278982137,60.06006006006006,-0.20526698702711738,-0.05008194734104431
"boat rockerz 330 bluetooth wireless in ear earphones with mic, upto 30 hours playtime, asap charge, signature sound, dual ...",https://m.media-amazon.com/images/I/514sHd2+YyS._AC_UL800_.jpg,https://www.amazon.in/boAt-Rockerz-330-Bluetooth-Assistant/dp/B092XRRZ6C/ref=sr_1_22?qid=1679133649&s=electronics&sr=1-22,4.1,299.9622929380994,1099.0,3990.0,125.0,2891.0,0.013668384648753439,8.291797105048733,72.45614035087719,1.8712355461571235,1.347975891623485
lapster 5-in-1 multi-function laptop cleaning brush/keyboard cleaning kit/gadget cleaning kit gap duster key-cap puller fo...,https://m.media-amazon.com/images/I/51+UotA4ExL._AC_UL800_.jpg,https://www.amazon.in/Lapster-Multi-Function-Cleaning-Keyboard-Earphones/dp/B0BBW16VH9/ref=sr_1_23?qid=1679133649&s=electronics&sr=1-23,4.2,765.0,97.0,999.0,125.0,902.0,0.005490196078431373,6.907755278982137,90.29029029029029,-0.20526698702711738,-2.0077055460566475
"boat airdopes 121v2 in-ear true wireless earbuds with upto 14 hours playback, 8mm drivers, battery indicators, lightweight...",https://m.media-amazon.com/images/I/510+wjzq-vL._AC_UL800_.jpg,https://www.amazon.in/Airdopes-121v2-Bluetooth-Immersive-Assistant/dp/B08JQN8DGZ/ref=sr_1_26?qid=1679133649&s=electronics&sr=1-26,3.8,299.9622929380994,1099.0,2990.0,125.0,1891.0,0.01266825894274709,8.003363058629947,63.24414715719063,1.378525895603506,1.347975891623485
"boat rockerz 255 pro+ in-ear bluetooth neckband with upto 40 hours playback, asap charge, ipx7, dual pairing, bt v5.0, wi...",https://m.media-amazon.com/images/I/51aBTOiXRlL._AC_UL800_.jpg,https://www.amazon.in/boAt-Rockerz-255-Pro-Earphones/dp/B08TV2P1N8/ref=sr_1_30?qid=1679133651&s=electronics&sr=1-30,4.1,299.9622929380994,1499.0,3990.0,125.0,2491.0,0.013668384648753439,8.291797105048733,62.43107769423559,1.8712355461571235,1.7749620992560247
"boat rockerz 255 pro+ in-ear bluetooth neckband with upto 40 hours playback, asap charge, ipx7, dual pairing, bt v5.0, wi...",https://m.media-amazon.com/images/I/515jdxLlmaL._AC_UL800_.jpg,https://www.amazon.in/boAt-Rockerz-255-Pro-Earphones/dp/B08TTXNZ4Y/ref=sr_1_31?qid=1679133651&s=electronics&sr=1-31,4.1,299.9622929380994,1299.0,3990.0,125.0,2691.0,0.013668384648753439,8.291797105048733,67.44360902255639,1.8712355461571235,1.5780533781504353
sandisk cruzer blade 32gb usb flash drive,https://m.media-amazon.com/images/I/61DjwgS4cbL._AC_UL800_.jpg,https://www.amazon.in/SanDisk-Cruzer-Blade-Flash-Drive/dp/B005FYNT3G/ref=sr_1_35?qid=1679133651&s=electronics&sr=1-35,4.3,299.9622929380994,278.0,650.0,41.0,372.0,0.014335135119424339,6.478509642208569,57.230769230769226,-0.7186330135319254,-0.5499628793477085
"sandisk ultra® microsdxc™ uhs-i card, 64gb, 140mb/s r, 10 y warranty, for smartphones",https://m.media-amazon.com/images/I/7180ZAZmERL._AC_UL800_.jpg,https://www.amazon.in/SanDisk-Ultra%C2%AE-microSDXCTM-Warranty-Smartphones/dp/B0BDRVFDKP/ref=sr_1_36?qid=1679133651&s=electronics&sr=1-36,4.4,299.9622929380994,488.0,1000.0,85.0,512.0,0.01466851035475979,6.90875477931522,51.2,-0.20400742579406156,0.22822327544901397
"boat airdopes 141 pro true wireless in ear earbuds with 45h playtime, quad mics enx tech, 12mm drivers, asap charge, beast...",https://m.media-amazon.com/images/I/41TWloBD6XL._AC_UL800_.jpg,https://www.amazon.in/boAt-Airdopes-141-Pro-Wireless/dp/B0B7J5ZTXD/ref=sr_1_37?qid=1679133651&s=electronics&sr=1-37,3.9,299.9622929380994,1399.0,2990.0,125.0,1591.0,0.01300163417808254,8.003363058629947,53.21070234113713,1.378525895603506,1.6800475556814587
samsung 25w usb travel adapter for cellular phones - white,https://m.media-amazon.com/images/I/21uXmiH98wL._AC_UL800_.jpg,https://www.amazon.in/Samsung-25W-Travel-Adapter/dp/B08VFF6JQ8/ref=sr_1_41?qid=1679133651&s=electronics&sr=1-41,4.4,299.9622929380994,1099.0,1699.0,58.0,600.0,0.01466851035475979,7.438383530044307,35.31489111241907,0.5088053991346647,1.347975891623485
"boat airdopes 141 bluetooth truly wireless in ear earbuds with 42h playtime, beast mode(low latency upto 80ms) for gaming,...",https://m.media-amazon.com/images/I/516MceMiCdL._AC_UL800_.jpg,https://www.amazon.in/Airdopes-141-Bluetooth-Wireless-Playtime/dp/B09N3ZLB3T/ref=sr_1_42?qid=1679133651&s=electronics&sr=1-42,3.9,299.9622929380994,1299.0,4490.0,125.0,3191.0,0.01300163417808254,8.409830673087738,71.06904231625836,2.0831321140982584,1.5780533781504353
"ptron bassbuds duo in ear earbuds with 32hrs total playtime, bluetooth 5.1 wireless, stereo audio, touch control tws, with...",https://m.media-amazon.com/images/I/51ZT3aMrJIL._AC_UL800_.jpg,https://www.amazon.in/Bassbuds-Duo-Headphones-Water-Resistant-Assistance/dp/B09DD9SX9Z/ref=sr_1_43?qid=1679133651&s=electronics&sr=1-43,3.5,299.9622929380994,799.0,2599.0,125.0,1800.0,0.011668133236740742,7.8632667240095735,69.25740669488265,1.1514987587000534,0.9087574356222866
"portronics toad 23 wireless optical mouse with 2.4ghz, usb nano dongle, optical orientation, click wheel, adjustable dpi(b...",https://m.media-amazon.com/images/I/41KuRShR97L._AC_UL800_.jpg,https://www.amazon.in/Portronics-Wireless-Optical-Orientation-Adjustable/dp/B0B296NTFV/ref=sr_1_45?qid=1679133651&s=electronics&sr=1-45,4.1,299.9622929380994,299.0,599.0,125.0,300.0,0.013668384648753439,6.396929655216146,50.08347245409015,-0.8102348103522649,-0.44918014525356836
"zebronics zeb-bro in ear wired earphones with mic, 3.5mm audio jack, 10mm drivers, phone/tablet compatible(black)",https://m.media-amazon.com/images/I/51D37uhFFBL._AC_UL800_.jpg,https://www.amazon.in/Zebronics-Zeb-Bro-Wired-Earphone/dp/B07T5DKR5D/ref=sr_1_47?qid=1679133651&s=electronics&sr=1-47,3.5,299.9622929380994,149.0,399.0,113.0,250.0,0.011668133236740742,5.991464547107982,62.65664160401002,-1.239281560361799,-1.4135408101255975
boat bassheads 220 wired in ear earphones(black indi),https://m.media-amazon.com/images/I/61iSV4o+X-L._AC_UL800_.jpg,https://www.amazon.in/boAt-Bassheads-220-Wired-Earphones/dp/B0BRXY7FQB/ref=sr_1_49?qid=1679133651&s=electronics&sr=1-49,4.1,299.9622929380994,399.0,999.0,53.0,600.0,0.013668384648753439,6.907755278982137,60.06006006006006,-0.20526698702711738,-0.05008194734104431
"boat rockerz 450 bluetooth on ear headphones with mic, upto 15 hours playback, 40mm drivers, padded ear cushions, integrat...",https://m.media-amazon.com/images/I/51xxA+6E+xL._AC_UL800_.jpg,https://www.amazon.in/Rockerz-450-Wireless-Bluetooth-Headphone/dp/B07PR1CL3S/ref=sr_1_51?qid=1679133652&s=electronics&sr=1-51,4.1,299.9622929380994,1299.0,3990.0,125.0,2691.0,0.013668384648753439,8.291797105048733,67.44360902255639,1.8712355461571235,1.5780533781504353
"jk copier paper - a4, 75 gsm, 1 ream, 500 sheets",https://m.media-amazon.com/images/I/61hhCaLLcuL._AC_UL800_.jpg,https://www.amazon.in/JK-Copier-Paper-Sheets-Ream/dp/B00MVV81MK/ref=sr_1_53?qid=1679133652&s=electronics&sr=1-53,4.3,299.9622929380994,349.0,375.0,48.0,26.0,0.014335135119424339,5.929589143389895,6.933333333333333,-1.3010836172463125,-0.235245008778658
"scotch double sided heavy duty tape(1m holds 4.5kgs) for indoor hanging applications (photo frames, mirrors, key holders, ...",https://m.media-amazon.com/images/I/815GcGXjjFL._AC_UL800_.jpg,https://www.amazon.in/Scotch-Double-Foam-Tape-24/dp/B00N1U9AJS/ref=sr_1_56?qid=1679133652&s=electronics&sr=1-56,3.9,299.9622929380994,144.0,165.0,125.0,21.0,0.01300163417808254,5.111987788356544,12.727272727272727,-2.035440570454112,-1.4608077532926147
"striff mpad mouse mat 230x190x3mm gaming mouse pad, non-slip rubber base, waterproof surface, premium-textured, compatible...",https://m.media-amazon.com/images/I/61zroMjd9FL._AC_UL800_.jpg,https://www.amazon.in/STRIFF-230X190X3mm-Waterproof-Premium-Textured-Compatible/dp/B0B9LDCX89/ref=sr_1_58?qid=1679133652&s=electronics&sr=1-58,4.3,985.0,99.0,999.0,125.0,900.0,0.004365482233502538,6.907755278982137,90.09009009009009,-0.20526698702711738,-1.979472291896459
striff adjustable laptop tabletop stand patented riser ventilated portable foldable compatible with macbook notebook table...,https://m.media-amazon.com/images/I/71Zf9uUp+GL._AC_UL800_.jpg,https://www.amazon.in/STRIFF-Adjustable-Patented-Ventilated-Compatible/dp/B07XCM6T4N/ref=sr_1_59?qid=1679133652&s=electronics&sr=1-59,4.3,299.9622929380994,389.0,1499.0,125.0,1110.0,0.014335135119424339,7.313220387090301,74.04936624416277,0.3319025854770483,-0.08517809966405496
samsung evo plus 128gb microsdxc uhs-i u3 130mb/s full hd & 4k uhd memory card with adapter (mb-mc128ka),https://m.media-amazon.com/images/I/61fkOHNmzpL._AC_UL800_.jpg,https://www.amazon.in/Samsung-microSDXC-Memory-Adapter-MB-MC128KA/dp/B09MT84WV5/ref=sr_1_61?qid=1679133652&s=electronics&sr=1-61,4.3,299.9622929380994,889.0,2699.0,104.0,1810.0,0.014335135119424339,7.90100705199242,67.06187476843274,1.2118915602541973,1.0558871323246
lapster spiral charger spiral charger cable protectors for wires data cable saver charging cord protective cable cover set...,https://m.media-amazon.com/images/I/61m5Uu4OMJL._AC_UL800_.jpg,https://www.amazon.in/LAPSTER-Charger-Protectors-Charging-Protective/dp/B08W56G1K9/ref=sr_1_64?qid=1679133652&s=electronics&sr=1-64,4.1,299.9622929380994,81.0,999.0,125.0,918.0,0.013668384648753439,6.907755278982137,91.8918918918919,-0.20526698702711738,-2.2569519388109027
"duracell alkaline aaa batteries, pack of 10",https://m.media-amazon.com/images/I/71kYkbQj6bL._AC_UL800_.jpg,https://www.amazon.in/ANAV-Duracell-Alkaline-MN2400-Batteries/dp/B07R3386PP/ref=sr_1_66?qid=1679133652&s=electronics&sr=1-66,4.4,299.9622929380994,188.0,220.0,43.0,32.0,0.01466851035475979,5.3981627015177525,14.545454545454545,-1.7949743753795162,-1.0915651336772023
"boat type c a325 tangle-free, sturdy type c cable with 3a rapid charging & 480mbps data transmission(black)",https://m.media-amazon.com/images/I/71eVAHH3tsL._AC_UL800_.jpg,https://www.amazon.in/boAt-A325-Tangle-Free-Charging-Transmission/dp/B08WRBG3XW/ref=sr_1_68?qid=1679133652&s=electronics&sr=1-68,4.1,299.9622929380994,199.0,499.0,107.0,300.0,0.013668384648753439,6.214608098422191,60.120240480961925,-1.0084474860186226,-1.012819906065933
"ptron tangent evo, 14hrs playback, bluetooth 5.0 earphones, in-ear headphones with mic, deep bass, clear calls, ipx4 water...",https://m.media-amazon.com/images/I/51zLZReyZVL._AC_UL800_.jpg,https://www.amazon.in/Tangent-Evo-Headphones-Resistance-Assistance/dp/B097RXPRMJ/ref=sr_1_70?qid=1679133652&s=electronics&sr=1-70,3.8,299.9622929380994,599.0,2299.0,125.0,1700.0,0.01266825894274709,7.7406644019172415,73.94519356241844,0.9591218862304396,0.5112753727616475
"jbl c100si wired in ear headphones with mic, jbl pure bass sound, one button multi-function remote, angled buds for comfor...",https://m.media-amazon.com/images/I/51Q8DUDT2eL._AC_UL800_.jpg,https://www.amazon.in/JBL-C100SI-Ear-Headphones-Black/dp/B01DEWVZ2C/ref=sr_1_72?qid=1679133652&s=electronics&sr=1-72,4.1,299.9622929380994,599.0,1299.0,125.0,700.0,0.013668384648753439,7.170119543449628,53.88760585065435,0.1361905828171341,0.5112753727616475
"logitech b170 wireless mouse, 2.4 ghz with usb nano receiver, optical tracking, 12-months battery life, ambidextrous, pc/m...",https://m.media-amazon.com/images/I/516LU0H963L._AC_UL800_.jpg,https://www.amazon.in/Logitech-B170-Wireless-Mouse-Black/dp/B01J0XWYKQ/ref=sr_1_73?qid=1679133652&s=electronics&sr=1-73,4.4,299.9622929380994,595.0,895.0,125.0,300.0,0.01466851035475979,6.79794041297493,33.5195530726257,-0.3417908037004804,0.5020254243477755
"gm 3060 e-book 4 + 1 power strip 240 volts with master switch, indicator, safety shutter & 4 international sockets, red & ...",https://m.media-amazon.com/images/I/519RgXY+lRL._AC_UL800_.jpg,https://www.amazon.in/GM-Modular-3060-Book-Multicolour/dp/B008XT42JU/ref=sr_1_76?qid=1679133654&s=electronics&sr=1-76,4.5,299.9622929380994,535.0,590.0,125.0,55.0,0.01500188559009524,6.3818160174060985,9.322033898305085,-0.8270047804219246,0.3552463013786047
"oneassist 1 year extended warranty for smartwatch up to 3000 - email delivery within 2 hours, no physical kit",https://m.media-amazon.com/images/I/61ARj+szfWL._AC_UL800_.jpg,https://www.amazon.in/OneAssist-Year-Extended-Warranty-Smartwatch/dp/B0BC14J87T/ref=sr_1_77?qid=1679133654&s=electronics&sr=1-77,4.0,299.9622929380994,59.0,138.0,109.0,79.0,0.013335009413417991,4.9344739331306915,57.2463768115942,-2.176337954235228,-2.694376530429377
"hp x1000 wired usb mouse with 3 handy buttons, fast-moving scroll wheel and optical sensor works on most surfaces, 3 years...",https://m.media-amazon.com/images/I/61KSceiLHwL._AC_UL800_.jpg,https://www.amazon.in/HP-X1000-Wired-Mouse-Black/dp/B009VCGPSY/ref=sr_1_78?qid=1679133654&s=electronics&sr=1-78,4.3,299.9622929380994,349.0,649.0,125.0,300.0,0.014335135119424339,6.476972362889683,46.22496147919877,-0.7203761409343633,-0.235245008778658
"hp v236w usb 2.0 64gb pen drive, metal",https://m.media-amazon.com/images/I/61xNG4wjOuL._AC_UL800_.jpg,https://www.amazon.in/HP-v236w-64GB-USB-Drive/dp/B01L8ZNWN2/ref=sr_1_79?qid=1679133654&s=electronics&sr=1-79,4.2,299.9622929380994,468.0,1500.0,38.0,1032.0,0.01400175988408889,7.313886831633462,68.8,0.33283021446237737,0.17040020635321815
boat bassheads 900 on-ear wired headphones with mic (white),https://m.media-amazon.com/images/I/71r6AArbBBL._AC_UL800_.jpg,https://www.amazon.in/Heads-900-Wired-Headphones-White/dp/B078W65FJ7/ref=sr_1_80?qid=1679133654&s=electronics&sr=1-80,4.2,299.9622929380994,599.0,2490.0,59.0,1891.0,0.01400175988408889,7.820439515262181,75.94377510040161,1.0836395889110981,0.5112753727616475
sandisk cruzer blade 64gb usb 2.0 flash drive,https://m.media-amazon.com/images/I/612spb+L0xL._AC_UL800_.jpg,https://www.amazon.in/SanDisk-Cruzer-Blade-Flash-Drive/dp/B00BX5FOCK/ref=sr_1_82?qid=1679133654&s=electronics&sr=1-82,4.2,299.9622929380994,389.0,1100.0,45.0,711.0,0.01400175988408889,7.00397413672268,64.63636363636364,-0.08258574001963993,-0.08517809966405496
"sandisk ultra® microsdxc™ uhs-i card, 128gb, 140mb/s r, 10 y warranty, for smartphones",https://m.media-amazon.com/images/I/71jsEFJtRRL._AC_UL800_.jpg,https://www.amazon.in/SanDisk-Ultra%C2%AE-microSDXCTM-Warranty-Smartphones/dp/B0BDYVC5TD/ref=sr_1_84?qid=1679133654&s=electronics&sr=1-84,4.4,299.9622929380994,868.0,1800.0,86.0,932.0,0.01466851035475979,7.496097345175956,51.77777777777778,0.5922244053507456,1.0229411555524863
"mi cordless beard trimmer 1c, with 20 length settings, 60 minutes of usage, & usb fast charging, black",https://m.media-amazon.com/images/I/51JB4TcLtDL._AC_UL800_.jpg,https://www.amazon.in/MI-Cordless-Trimmer-settings-charging/dp/B08PS2KXJP/ref=sr_1_87?qid=1679133654&s=electronics&sr=1-87,4.2,299.9622929380994,1099.0,1999.0,102.0,900.0,0.01400175988408889,7.600902459542082,45.02251125562781,0.7467612726795715,1.347975891623485
"dell usb wireless keyboard and mouse set- km3322w, anti-fade & spill-resistant keys, up to 36 month battery life, 3y advan...",https://m.media-amazon.com/images/I/415yl0HeDQL._AC_UL800_.jpg,https://www.amazon.in/Dell-Wireless-Keyboard-Mouse-Spill-Resistant/dp/B09T3H12GV/ref=sr_1_91?qid=1679133654&s=electronics&sr=1-91,4.2,299.9622929380994,1299.0,2499.0,125.0,1200.0,0.01400175988408889,7.824046010856292,48.019207683073226,1.0893265888685761,1.5780533781504353
"mi 10000mah li-polymer, micro-usb and type c input port, power bank 3i with 18w fast charging (midnight black)",https://m.media-amazon.com/images/I/71Rcb9pnbEL._AC_UL800_.jpg,https://www.amazon.in/10000mAH-Li-Polymer-Power-Charging-Midnight/dp/B08HVL8QN3/ref=sr_1_92?qid=1679133654&s=electronics&sr=1-92,4.3,299.9622929380994,1199.0,2199.0,110.0,1000.0,0.014335135119424339,7.696212639346407,45.47521600727604,0.8907887556498278,1.4678415576840338
"zebronics zeb-bro in ear wired earphones with mic, 3.5mm audio jack, 10mm drivers, phone/tablet compatible(green)",https://m.media-amazon.com/images/I/61+0KSoFrOL._AC_UL800_.jpg,https://www.amazon.in/ZEBRONICS-Zeb-Bro-Earphones-Compatible-Green/dp/B09R24JBYV/ref=sr_1_95?qid=1679133654&s=electronics&sr=1-95,3.5,299.9622929380994,149.0,399.0,113.0,250.0,0.011668133236740742,5.991464547107982,62.65664160401002,-1.239281560361799,-1.4135408101255975
"realme techlife buds t100 bluetooth truly wireless in ear earbuds with mic, ai enc for calls, google fast pair, 28 hours t...",https://m.media-amazon.com/images/I/61aasAbKvvL._AC_UL800_.jpg,https://www.amazon.in/realme-TechLife-Bluetooth-Wireless-Playback/dp/B0B8VBVVMW/ref=sr_1_96?qid=1679133654&s=electronics&sr=1-96,4.0,299.9622929380994,1499.0,2999.0,125.0,1500.0,0.013335009413417991,8.006367567650246,50.01667222407469,1.3834806824768149,1.7749620992560247
"noise colorfit pulse grand smart watch with 1.69""(4.29cm) hd display, 60 sports modes, 150 watch faces, fast charge, spo2,...",https://m.media-amazon.com/images/I/61Q0R5cdxWL._AC_UL800_.jpg,https://www.amazon.in/Noise-ColorFit-Display-Monitoring-Smartwatches/dp/B09NVPSCQT/ref=sr_1_97?qid=1679133654&s=electronics&sr=1-97,4.0,299.9622929380994,1299.0,3999.0,125.0,2700.0,0.013335009413417991,8.294049640102028,67.51687921980495,1.875222195745052,1.5780533781504353
boat bassheads 220 wired in ear earphones with inline mic(black),https://m.media-amazon.com/images/I/61iSV4o+X-L._AC_UL800_.jpg,https://www.amazon.in/boAt-BassHeads-220-Headphones-Black/dp/B01N0L5N04/ref=sr_1_99?qid=1679133655&s=electronics&sr=1-99,4.1,299.9622929380994,399.0,999.0,64.0,600.0,0.013668384648753439,6.907755278982137,60.06006006006006,-0.20526698702711738,-0.05008194734104431
"zebronics zeb-bro in ear wired earphones with mic, 3.5mm audio jack, 10mm drivers, phone/tablet compatible(blue)",https://m.media-amazon.com/images/I/61+5q4oGJWL._AC_UL800_.jpg,https://www.amazon.in/ZEBRONICS-Zeb-Bro-Earphones-Drivers-Compatible/dp/B09R24HMNW/ref=sr_1_102?qid=1679133655&s=electronics&sr=1-102,3.5,299.9622929380994,149.0,399.0,112.0,250.0,0.011668133236740742,5.991464547107982,62.65664160401002,-1.239281560361799,-1.4135408101255975
"dell ms116 1000dpi usb wired optical mouse, led tracking, scrolling wheel, plug and play.",https://m.media-amazon.com/images/I/61onAgKP5gL._AC_UL800_.jpg,https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=sr_1_103?qid=1679133655&s=electronics&sr=1-103,4.5,299.9622929380994,299.0,650.0,89.0,351.0,0.01500188559009524,6.478509642208569,54.0,-0.7186330135319254,-0.44918014525356836
"sandisk ultra microsd uhs-i card 32gb, 120mb/s r",https://m.media-amazon.com/images/I/61MHVeEPw3L._AC_UL800_.jpg,https://www.amazon.in/SanDisk-Ultra-microSD-UHS-I-120MB/dp/B08L5HMJVW/ref=sr_1_105?qid=1679133655&s=electronics&sr=1-105,4.4,299.9622929380994,369.0,700.0,48.0,331.0,0.01466851035475979,6.55250788703459,47.285714285714285,-0.633944036060826,-0.1581707597360059
"hp w100 480p 30 fps digital webcam with built-in mic, plug and play setup, wide-angle view for video calling on skype, zoo...",https://m.media-amazon.com/images/I/61HfJn05shL._AC_UL800_.jpg,https://www.amazon.in/HP-Webcam-Wide-Angle-Calling-Microsoft/dp/B08FTFXNNB/ref=sr_1_106?qid=1679133655&s=electronics&sr=1-106,3.7,299.9622929380994,397.0,1999.0,125.0,1602.0,0.012334883707411641,7.600902459542082,80.1400700350175,0.7467612726795715,-0.05703004000442825
"samsung original 25w usb travel lightning adapter for cellular phones, black",https://m.media-amazon.com/images/I/21x1gw1geuL._AC_UL800_.jpg,https://www.amazon.in/Samsung-EP-TA800NBEGIN-25W-Travel-Adapter/dp/B08VF8V79P/ref=sr_1_107?qid=1679133655&s=electronics&sr=1-107,4.4,299.9622929380994,1199.0,1699.0,76.0,500.0,0.01466851035475979,7.438383530044307,29.42907592701589,0.5088053991346647,1.4678415576840338
"tygot adjustable aluminium alloy tripod stand holder for mobile phones & camera, 360 mm -1060 mm (42 inch), 1/4 inch screw...",https://m.media-amazon.com/images/I/51jx8hycZUL._AC_UL800_.jpg,https://www.amazon.in/Tygot-Adjustable-Aluminium-Tripod-Bracket/dp/B07P8LDZJ5/ref=sr_1_108?qid=1679133655&s=electronics&sr=1-108,3.3,299.9622929380994,329.0,1999.0,125.0,1670.0,0.011001382766069842,7.600902459542082,83.54177088544273,0.7467612726795715,-0.3168829153560007
"portronics konnect l 1.2m fast charging 3a 8 pin usb cable with charge & sync function for iphone, ipad (grey)",https://m.media-amazon.com/images/I/51Sk5hmB7nL._AC_UL800_.jpg,https://www.amazon.in/Portronics-Konnect-POR-1080-Charging-Function/dp/B08CF3B7N1/ref=sr_1_110?qid=1679133655&s=electronics&sr=1-110,4.2,299.9622929380994,149.0,399.0,110.0,250.0,0.01400175988408889,5.991464547107982,62.65664160401002,-1.239281560361799,-1.4135408101255975
"boat airdopes 172 true wireless in ear earbuds with enx™ tech, beast mode, 35h playtime, 11mm drivers, asap™ charge, ipx4,...",https://m.media-amazon.com/images/I/519iRucAMDL._AC_UL800_.jpg,https://www.amazon.in/boAt-Airdopes-172-Wireless-Playtime/dp/B0BNPSTPP1/ref=sr_1_112?qid=1679133655&s=electronics&sr=1-112,3.8,299.9622929380994,999.0,2990.0,125.0,1991.0,0.01266825894274709,8.003363058629947,66.5886287625418,1.378525895603506,1.2166078229952864
panasonic cr-2032/5be lithium coin battery - pack of 5,https://m.media-amazon.com/images/I/71veSubNjuL._AC_UL800_.jpg,https://www.amazon.in/Panasonic-Lithium-CR2032-5BE-Battery/dp/B00LVMTA2A/ref=sr_1_113?qid=1679133655&s=electronics&sr=1-113,4.4,299.9622929380994,200.0,250.0,54.0,50.0,0.01466851035475979,5.5254529391317835,20.0,-1.6824703666704586,-1.0058785609815606
"oneplus nord wired earphones with mic, 3.5mm audio jack, enhanced bass with 9.2mm dynamic drivers, in-ear wired earphone -...",https://m.media-amazon.com/images/I/51Kb3NDy1AL._AC_UL800_.jpg,https://www.amazon.in/OnePlus-Earphones-Enhanced-Dynamic-Earphone/dp/B0B937R948/ref=sr_1_114?qid=1679133655&s=electronics&sr=1-114,4.1,299.9622929380994,799.0,1299.0,125.0,500.0,0.013668384648753439,7.170119543449628,38.49114703618168,0.1361905828171341,0.9087574356222866
"mi 10000mah lithium ion, lithium polymer power bank pocket pro with 22.5 watt fast charging, dual input ports(micro-usb an...",https://m.media-amazon.com/images/I/71pBjes-NTS._AC_UL800_.jpg,https://www.amazon.in/Pocket-10000mAh-Triple-Charging-Delivery/dp/B08MC57J31/ref=sr_1_115?qid=1679133655&s=electronics&sr=1-115,4.3,299.9622929380994,1598.0,2499.0,125.0,901.0,0.014335135119424339,7.824046010856292,36.054421768707485,1.0893265888685761,1.862854436085071
"ptron bullet pro 36w pd quick charger, 3 port fast car charger adapter - compatible with all smartphones & tablets (black)",https://m.media-amazon.com/images/I/61aBH+cXL2L._AC_UL800_.jpg,https://www.amazon.in/PTron-Bullet-Pro-Lightweight-Smartphones/dp/B07WG8PDCW/ref=sr_1_116?qid=1679133655&s=electronics&sr=1-116,4.0,299.9622929380994,349.0,1299.0,122.0,950.0,0.013335009413417991,7.170119543449628,73.13317936874519,0.1361905828171341,-0.235245008778658
boya bym1 auxiliary omnidirectional lavalier condenser microphone with 20ft audio cable (black),https://m.media-amazon.com/images/I/41UYenF+lnL._AC_UL800_.jpg,https://www.amazon.in/Boya-Omnidirectional-Lavalier-Condenser-Microphone/dp/B076B8G5D8/ref=sr_1_117?qid=1679133655&s=electronics&sr=1-117,4.0,299.9622929380994,789.0,1995.0,95.0,1206.0,0.013335009413417991,7.59890045687141,60.45112781954888,0.7437719154477235,0.8913916843412358
